UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
29162878,Aishi Manula,30,74 kg,182 cm,,-,TAN,DStv Premiership,Sekhukhune Utd,"€129,000 p/a",-,30/6/2028,GK,-,22,"1,980",42%,0.05,0.01,0.86,0,-,-,-,-,0,-,-,-,0,0,0.16,0.09,22%,9.82,0,0.05,-,-,-,-,4.5,14.55,0.09,-,6.1km,0,0,25,31,36,-0.05,1.86,81%,71%
65028613,Thabiso Kutumela,32,62 kg,163 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€132,000 p/a",-,30/6/2026,AM (RC),-,14,"1,199",82%,-,0.14,2.48,1.35,0.45,8%,0.08,18%,0.14,0.68,0.3,0.68,0.23,1,1.81,0.75,59%,0.38,0,0.3,7.88,47%,3.68,0.23,5.48,12.16,12.24,2.33,13.4km,2.18,8.48,-,-,-,-,-,-,-
65033853,Jamie Webber,28,72 kg,176 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€159,000 p/a",€525K,30/6/2027,"M (C), AM (L)",AM (L),24,"2,070",84%,0.26,0.13,5.48,1.39,0.35,14%,0.26,29%,2.38,0.3,0.17,0.39,0.07,0,3.1,2.04,85%,0.7,0.09,0.17,3.96,65%,2.57,0.43,8.91,10.04,5.39,1,12.5km,2.78,9.61,-,-,-,-,-,-,-
65002615,Darren Keet,36,78 kg,183 cm,,Groin strain,RSA,DStv Premiership,Cape Town City,"€208,000 p/a",-,30/6/2026,GK,-,15,"1,345",41%,-,0.01,0.8,0,-,-,-,-,0,-,-,-,0,0,0.17,0.2,60%,6.62,0,0,-,-,-,-,4.28,12.51,0.07,-,4.1km,0,0,16,27,26,-0.05,2.01,81%,72%
2000103374,Abdulati Al Abbasi,31,64 kg,164 cm,,-,LBY,DStv Premiership,Sekhukhune Utd,"€170,000 p/a",-,30/6/2026,M/AM (RLC),M/AM (LC),15,"1,464",78%,0.43,0.26,4.86,2.21,0.74,14%,0.61,11%,0.3,0.86,0.25,1.23,0.23,0,4.27,1.6,68%,0.68,0.06,0,5.29,14%,0.74,0.25,7.38,13.95,15.49,1.72,13.4km,3.75,11.74,-,-,-,-,-,-,-
13227253,Thatayaone Ditlhokwe,27,80 kg,186 cm,,-,BOT,DStv Premiership,Kaizer Chiefs,"€197,000 p/a",-,30/6/2028,D (C),-,25,"2,225",94%,-,0.06,5.38,0.4,0.16,100%,0.04,14%,0.53,0.2,0.08,0.12,0.06,3,1.59,1.05,72%,1.05,0.28,0.81,5.42,78%,4.25,0.61,9.87,4.73,3.88,0.04,11.3km,1.05,2.83,-,-,-,-,-,-,-
65042503,Athenkosi Mcaba,23,83 kg,191 cm,,Tight calf,RSA,DStv Premiership,Stellenbosch FC,"€151,000 p/a",-,30/6/2027,D (C),-,31,"2,752",93%,-,0,6.12,0.03,-,0%,0,29%,1.06,0.13,0.07,0,0.03,0,0.08,1.7,73%,1.7,0.43,1.08,5.82,75%,4.38,0.69,11.61,5.82,4.19,-,11.0km,1.37,3.34,-,-,-,-,-,-,-
13201226,Shomari Kapombe,34,66 kg,180 cm,,-,TAN,DStv Premiership,Polokwane City,"€70,000 p/a",-,30/6/2026,D/WB (R),WB (R),-,46,74%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000056201,Sibongiseni Mthethwa,31,76 kg,186 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€132,000 p/a",-,30/6/2027,"DM, M (C)",DM,22,"1,939",88%,0.09,0.15,5.29,1.39,0.28,38%,0.28,10%,0.44,0.6,0.19,1.16,0.17,0,3.23,1.39,77%,0.84,0,0.28,3.34,60%,2,0.51,5.48,8.45,9.61,0.37,12.8km,2.23,10.77,-,-,-,-,-,-,-
65010146,Grant Kekana,33,75 kg,179 cm,,-,RSA,DStv Premiership,Golden Arrows,"€55,500 p/a",-,30/6/2026,D (RC),D (C),14,"1,104",88%,-,0.06,3.26,0.49,0.16,8%,0.08,-,-0.18,0.08,-,0.16,0.01,1,0.77,1.39,74%,1.71,0.49,0.65,5.22,70%,3.67,0.98,9.78,7.91,8.8,0.24,12.5km,1.47,6.85,-,-,-,-,-,-,-
65045285,Antonio Van Wyk,23,74 kg,178 cm,,Sports hernia,RSA,DStv Premiership,Stellenbosch FC,"€197,000 p/a",-,30/6/2028,M/AM (RLC),"M (RC), AM (L)",26,"2,322",86%,0.27,0.22,8.26,1.47,0.66,21%,0.54,11%,-1.43,0.74,0.19,0.39,0.22,0,5.57,1.82,84%,0.54,0,0,4.42,36%,1.59,0.5,6.4,12.29,10.62,1.74,13.2km,2.91,10.93,-,-,-,-,-,-,-
65042438,Thabiso Monyane,25,68 kg,176 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€122,000 p/a",-,30/6/2027,"D/WB/M/AM (R), ST (C)",WB/M/AM (R),31,"2,664",86%,0.2,0.16,1.45,0.95,0.47,24%,0.37,38%,8.55,1.01,0.64,0.47,0.35,0,4.74,0.71,70%,0.27,0.07,0,4.09,25%,1.01,0.17,2.47,9.19,4.53,1.42,11.9km,1.39,5.34,-,-,-,-,-,-,-
83137946,Neymar,28,71 kg,180 cm,,-,MOZ,DStv Premiership,Milford FC,"€45,500 p/a",-,30/6/2026,"M (L), AM (RLC), ST (C)","M (L), ST (C)",16,"1,345",88%,0.33,0.34,4.48,2.07,1.2,17%,0.94,14%,0.72,0.87,0.27,0.8,0.22,0,5.1,1.27,90%,0.87,0,0.2,2.21,58%,1.27,0.13,4.95,13.99,9.5,4.15,12.4km,2.28,8.77,-,-,-,-,-,-,-
65045383,Lesiba Nku,29,71 kg,178 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€163,000 p/a",-,30/6/2027,"WB (R), AM (RL), ST (C)","WB (R), AM (L)",33,"2,853",86%,0.19,0.16,1.99,1.29,0.63,31%,0.35,18%,-0.23,1.01,0.38,0.73,0.39,0,4.97,0.57,75%,0.22,0,0.03,4.04,22%,0.88,-,2.56,10.09,4.2,1.58,12.0km,0.98,4.45,-,-,-,-,-,-,-
65039226,Celimpilo Ngema,28,70 kg,178 cm,,-,RSA,DStv Premiership,AmaZulu,"€140,000 p/a",-,30/6/2027,"M (C), AM (LC)",-,26,"2,088",88%,0.3,0.25,5.04,1.68,0.78,24%,0.65,7%,-1.21,0.65,0.13,0.99,0.18,0,5.86,1.85,74%,0.52,0.09,0,4.7,22%,1.03,0.47,7.41,9.66,11.64,1.9,13.3km,3.71,13.79,-,-,-,-,-,-,-
65030410,Nduduzo Sibiya,30,60 kg,170 cm,,-,RSA,DStv Premiership,Golden Arrows,"€211,000 p/a",-,30/6/2027,AM (RL),AM (R),18,"1,500",80%,0.36,0.46,3.06,1.74,1.14,16%,0.72,12%,-1.57,0.66,0.18,0.6,0.23,0,7.61,2.16,90%,1.32,0,0.06,5.58,25%,1.38,0.72,6.42,15.36,11.28,3.84,13.6km,2.88,13.38,-,-,-,-,-,-,-
65032680,Xola Mlambo,34,63 kg,170 cm,,-,RSA,DStv Premiership,Swallows,"€51,500 p/a",-,30/6/2026,M (C),-,7,730,86%,-,0.22,5.18,1.23,0.49,33%,0.25,-,-0.19,0.12,-,0.37,0.02,0,1.75,2.34,76%,0.62,0,0.25,2.84,35%,0.99,0.62,9.62,9.49,11.47,0.25,13.0km,4.19,13.68,-,-,-,-,-,-,-
65027035,Ricardo Goss,31,75 kg,181 cm,,-,RSA,DStv Premiership,Sundowns,"€113,000 p/a",-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65036459,Deano Van Rooyen,29,67 kg,177 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€185,000 p/a",-,30/6/2027,D/WB/M/AM (R),-,21,"1,685",83%,0.32,0.3,3.53,1.28,0.53,14%,0.8,6%,-0.58,0.48,0.05,0.53,0.08,0,5.61,1.71,73%,1.34,0.11,0.11,4.22,35%,1.5,0.59,9.13,10.52,14.69,0.91,12.8km,1.87,6.41,-,-,-,-,-,-,-
65026907,Bandile Shandu,31,78 kg,180 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€128,000 p/a",-,30/6/2026,"D/WB (R), DM, M (RC)",DM,5,336,85%,0.54,0.46,8.04,1.34,1.07,20%,0.54,-,0,-,-,0,0,0,1.71,1.34,63%,1.34,0,0.27,4.02,73%,2.95,0.54,12.59,9.64,16.61,1.88,13.0km,1.34,2.68,-,-,-,-,-,-,-
13151070,Athar El Tahir,29,64 kg,174 cm,,-,SUD,DStv Premiership,SuperSport Utd,"€254,000 p/a",-,30/6/2027,D (R),-,19,"1,597",86%,0.17,0.18,3.44,1.07,0.34,18%,0.62,-,-0.13,0.06,-,0,0.01,0,3.27,2.99,83%,1.47,0.06,0.51,3.89,70%,2.71,0.51,9.75,8.85,17.58,1.01,12.4km,1.92,6.88,-,-,-,-,-,-,-
13231924,Kajally Drammeh,22,74 kg,186 cm,,-,GAM,DStv Premiership,Cape Town City,"€213,000 p/a",-,30/6/2027,M/AM (R),-,21,"1,562",74%,0.29,0.15,5.24,1.27,0.58,12%,0.29,18%,1.95,1.09,0.46,1.04,0.21,1,2.6,2.88,85%,1.27,0.12,0.35,6.05,73%,4.44,0.86,8.24,16.71,15.44,2.59,13.2km,3.23,12.04,-,-,-,-,-,-,-
65033582,Kabelo Dlamini,29,58 kg,166 cm,,Sprained knee ligaments,RSA,DStv Premiership,Sekhukhune Utd,"€114,000 p/a",-,30/6/2026,"M (L), AM (RL)",AM (R),14,"1,125",80%,0.24,0.26,2.72,1.52,0.56,17%,1.2,24%,2.05,0.72,0.32,0.64,0.16,0,3.24,1.92,89%,0.88,0,0,3.28,24%,0.8,0.32,7.68,12.24,10.72,1.92,12.9km,2.56,10.4,-,-,-,-,-,-,-
65034265,Bongani Sam,28,72 kg,177 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€145,000 p/a",-,30/6/2027,D (L),-,27,"2,302",92%,0.12,0.19,6.8,0.94,0.51,24%,0.51,14%,-1.97,0.23,0.08,0.16,0.06,0,4.77,2.74,84%,1.37,0.23,0.08,3.64,51%,1.84,1.06,9.93,8.95,10.05,0.86,12.9km,2.42,7.23,-,-,-,-,-,-,-
65039977,Given Msimango,28,75 kg,180 cm,,-,RSA,DStv Premiership,Sundowns,"€157,000 p/a",-,30/6/2027,D (C),-,18,"1,605",91%,-,0.06,5.89,0.45,0.34,0%,0,-,-0.51,0.17,-,0.06,0.03,0,1.04,1.46,76%,2.13,0.39,0.45,5.33,65%,3.48,0.73,11.16,5.38,5.05,0.06,11.0km,1.12,4.26,-,-,-,-,-,-,-
2000248461,Ime Okon,22,75 kg,185 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€172,000 p/a",-,30/6/2028,"D (C), DM",DM,20,"1,872",89%,0.1,0.04,3.41,0.29,0.05,0%,0,7%,-0.51,0.29,0.05,0.14,0.07,0,0.85,1.63,79%,1.25,0.24,0.72,7.74,67%,5.19,0.53,10.82,5.67,5.24,0.29,11.3km,1.06,3.17,-,-,-,-,-,-,-
65039538,Thabani Zuke,27,68 kg,184 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€118,000 p/a",-,30/6/2026,"D (C), DM, M (C)",D (C),19,"1,556",88%,0.12,0.1,5.15,1.04,0.12,13%,0.06,-,-1,0.46,-,0.4,0.06,0,1.67,2.02,78%,1.04,0,0.29,3.82,58%,2.2,0.58,10.41,7.87,8.39,0.69,12.8km,2.14,7.92,-,-,-,-,-,-,-
65039385,Jesse Donn,26,70 kg,180 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€124,000 p/a",-,30/6/2027,"DM, M (C)",-,23,"1,975",87%,0.05,0.09,3.24,0.82,0.14,0%,0,9%,0.48,0.32,0.09,0.87,0.07,0,1.9,2.37,78%,0.77,0,0.18,3.46,33%,1.14,0.5,7.88,7.7,12.3,0.73,13.3km,2.92,9.8,-,-,-,-,-,-,-
65040259,Promise Mkhuma,25,65 kg,163 cm,,-,RSA,DStv Premiership,Cape Town City,"€193,000 p/a",-,30/6/2027,"AM (RL), ST (C)",AM (RL),24,"2,010",85%,0.36,0.22,1.84,1.34,0.67,22%,0.31,12%,-0.48,1.12,0.31,1.52,0.33,1,5.02,1.3,74%,0.81,0.04,0,7.75,11%,0.85,0.13,3.94,8.46,7.43,1.97,12.2km,1.93,7.16,-,-,-,-,-,-,-
2000074383,Devin Titus,24,74 kg,178 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€118,000 p/a",-,30/6/2027,M/AM (R),-,28,"2,384",79%,0.38,0.31,6.53,1.59,0.87,12%,1.02,17%,-0.25,1.02,0.34,0.79,0.2,0,8.25,1.4,86%,0.57,0.04,0.04,2.6,39%,1.02,0.45,4.45,19.56,11.78,3.96,13.3km,2.76,11.17,-,-,-,-,-,-,-
65039448,Nkosingiphile Ngcobo,26,62 kg,165 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€207,000 p/a",-,30/6/2028,"M/AM (RLC), ST (C)","M (RLC), AM (L), ST (C)",23,"2,002",87%,0.09,0.2,2.97,1.62,0.36,16%,0.36,16%,1.11,0.49,0.22,0.54,0.17,0,4.45,2.2,92%,0.45,0,0,3.91,22%,0.85,0.22,6.56,11.82,9.71,4.72,12.9km,3.15,10.61,-,-,-,-,-,-,-
65036845,Njabulo Ngcobo,31,79 kg,188 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€95,500 p/a",-,30/6/2027,D (C),-,21,"1,602",83%,-,0.05,2.75,0.22,0.06,100%,0.11,20%,2.3,0.51,0.22,0.17,0.1,0,0.85,1.97,80%,2.13,0.22,2.08,10,80%,7.98,0.56,15.39,6.85,3.93,0.06,10.5km,1.52,4.72,-,-,-,-,-,-,-
65032187,Phathutshedzo Nange,34,66 kg,175 cm,,-,RSA,DStv Premiership,Polokwane City,"€40,000 p/a",-,30/6/2026,"WB (R), DM, M (RC), AM (RL)",WB/AM (R),17,"1,474",85%,0.06,0.05,3.24,0.73,0.06,3%,0.06,7%,0.36,0.24,0.06,0.73,0.04,0,0.79,1.89,78%,1.53,0,0.43,3.48,54%,1.89,0.24,7.63,8.61,8.79,1.16,12.9km,2.93,13.13,-,-,-,-,-,-,-
2000024384,Karim Kimvuidi,24,66 kg,174 cm,,-,COD,DStv Premiership,Orlando Pirates,"€122,000 p/a",-,30/6/2027,"AM (R), ST (C)",AM (R),17,"1,412",89%,0.19,0.25,0.64,1.02,0.32,19%,0.19,19%,3.29,1.78,0.7,0.96,0.49,0,3.98,0.89,74%,0.32,0.06,0.06,10.07,35%,3.57,0.13,4.33,8.41,5.29,2.04,11.7km,1.21,6.12,-,-,-,-,-,-,-
65002635,Reyaad Pieterse,34,84 kg,198 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€64,500 p/a",-,30/6/2026,GK,-,32,"2,910",95%,-,0,0.22,0,-,-,-,-,0,-,-,-,0,3,0,0,0%,1.05,0,0,-,-,-,-,8.75,2.16,0.12,-,6.5km,0,0,13,72,61,-0.05,1.58,85%,80%
65039925,Bathusi Aubaas,30,69 kg,172 cm,,-,RSA,DStv Premiership,AmaZulu,"€76,500 p/a",-,30/6/2026,"DM, M (C)",-,18,"1,337",87%,0.07,0.12,8.28,1.21,0.2,14%,0.07,-,-1.18,0.47,-,1.28,0.08,1,1.74,2.15,84%,0.61,0.13,0.13,3.57,32%,1.14,0.27,10.3,8.68,9.83,0.81,13.4km,3.43,11.65,-,-,-,-,-,-,-
13162762,Ismail Watenga,30,74 kg,183 cm,,-,UGA,DStv Premiership,Chippa Utd,"€52,500 p/a",€12.25K,30/6/2026,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65039487,Katlego Otladisa,29,72 kg,180 cm,,-,RSA,National First Division,Richards Bay,"€82,500 p/a",-,30/6/2026,"M (L), AM (RL)","M (L), AM (R)",14,"1,118",88%,0.16,0.08,1.93,1.21,0.16,16%,0.56,-,-2.91,0.64,-,0.72,0.23,0,0.99,1.93,86%,0.72,0,0.08,7,21%,1.45,0.48,3.06,12.72,11.99,2.58,12.9km,2.66,10.71,-,-,-,-,-,-,-
65011470,Mbongeni Gumede,32,60 kg,170 cm,,-,RSA,DStv Premiership,AmaZulu,"€141,000 p/a",-,30/6/2026,"D (RC), WB (R)","D (C), WB (R)",18,"1,857",87%,0.05,0.04,5.72,0.82,0.1,9%,0.29,-,-1.41,0.34,-,0.34,0.07,0,0.81,2.28,87%,1.5,0.15,0,4.41,43%,1.89,0.82,9.35,9.55,12.46,0.82,13.0km,2.47,7.85,-,-,-,-,-,-,-
65041639,Macbeth Mahlangu,24,73 kg,178 cm,,-,RSA,DStv Premiership,Chippa Utd,"€104,000 p/a",-,30/6/2026,D (C),-,24,"2,075",93%,-,0.07,3.47,0.48,0.17,75%,0.13,-,-0.16,0.09,-,0.13,0.01,0,1.5,0.87,69%,1.91,0.3,0.48,3.69,58%,2.13,0.74,7.94,4.94,2.99,0.04,10.6km,0.65,1.73,-,-,-,-,-,-,-
13117529,Knox Mutizwa,32,63 kg,170 cm,,-,ZIM,DStv Premiership,Chippa Utd,"€106,000 p/a",-,30/6/2026,ST (C),-,15,"1,425",87%,0.25,0.11,0.57,0.63,0.44,23%,0.32,24%,1.27,0.76,0.38,0.63,0.3,0,1.76,0.44,78%,0.32,0,0,6.38,13%,0.82,0.06,2.4,5.56,4.29,0.95,11.7km,0.76,3.16,-,-,-,-,-,-,-
65042494,Boitumelo Radiopane,23,75 kg,180 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€88,500 p/a",-,30/6/2027,"AM (R), ST (C)",AM (R),-,57,95%,-,-,-,-,-,100%,-,25%,0.12,-,-,-,-,0,0.28,-,100%,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65013584,Miguel Timm,34,66 kg,171 cm,,-,RSA,DStv Premiership,Golden Arrows,"€64,000 p/a",-,30/6/2026,"DM, M (C)",-,16,"1,414",88%,0.25,0.13,4.33,0.89,0.25,29%,0.25,10%,0.07,0.7,0.13,0.76,0.12,0,2.01,1.08,77%,1.21,0,0.06,3.31,27%,0.89,0.38,6.87,7.32,10.25,0.38,13.2km,2.36,7.57,-,-,-,-,-,-,-
65030783,Siphesihle Mkhize,27,72 kg,180 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€142,000 p/a",-,30/6/2028,"DM, M (C)",-,24,"1,945",84%,0.23,0.13,5.23,1.11,0.42,6%,0.05,15%,2,0.42,0.19,0.88,0.09,1,2.82,2.68,74%,0.37,0.14,0.23,4.72,62%,2.92,0.23,10.64,8.88,6.66,0.65,12.2km,3.15,11.61,-,-,-,-,-,-,-
65010082,S'fiso Hlanti,36,67 kg,181 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€81,500 p/a",-,30/6/2026,D/WB (L),WB (L),-,58,93%,-,-,-,-,-,13%,-,-,-0.02,-,-,-,-,0,0.16,-,67%,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65026868,Zitha Kwinika,32,68 kg,180 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€74,500 p/a",-,30/6/2026,D (RC),D (C),2,499,87%,0.18,0.06,5.77,0.36,0.18,26%,0.9,-,-0.08,0.18,-,0,0.01,0,0.32,1.62,100%,1.08,0,0.72,6.13,74%,4.51,0.72,9.92,8.84,10.1,0.18,12.4km,0.18,3.25,-,-,-,-,-,-,-
65025726,Abel Mabaso,34,69 kg,175 cm,,-,RSA,DStv Premiership,Baroka,"€45,000 p/a",€0,30/6/2026,"D (RL), DM",D (L),5,631,86%,0.14,0.09,6.99,1,0.71,17%,0.43,-,-0.47,0.29,-,0.86,0.07,0,0.64,2.42,89%,1.14,0.14,0.14,4.85,50%,2.42,0.71,11.27,10.98,13.84,0.29,13.4km,2.85,10.55,-,-,-,-,-,-,-
65037485,Bruce Bvuma,30,78 kg,186 cm,,-,RSA,DStv Premiership,Baroka,"€73,000 p/a",-,30/6/2027,GK,-,26,"2,340",35%,-,0.01,0.85,0,-,-,-,-,0,-,-,-,0,1,0.36,0,0%,10.46,0,0,-,-,-,-,4.69,14.62,0.23,-,4.4km,0,0,23,47,40,-0.37,2.27,83%,67%
2000080941,Nathan Idumba Fasika,27,87 kg,192 cm,,-,COD,DStv Premiership,Cape Town City,"€242,000 p/a",-,30/6/2027,D (RC),D (R),22,"1,866",77%,0.05,0.04,3.14,0.43,0.1,12%,0.19,20%,0.92,0.19,0.1,0,0.05,2,0.73,2.7,80%,1.69,0.19,1.35,9.41,78%,7.38,0.58,13.79,11.19,7.14,0.19,11.8km,0.72,3.57,-,-,-,-,-,-,-
65040476,Ashley Cupido,24,80 kg,184 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€130,000 p/a",-,30/6/2027,"M (R), AM (RL), ST (C)",M (R),23,"1,950",81%,0.09,0.2,2.95,1.25,0.37,9%,0.51,25%,3.98,1.25,0.6,0.78,0.27,0,4.28,2.03,75%,1.11,0,0.09,8.35,43%,3.55,0.32,6.83,12.51,10.06,3.32,13.1km,1.8,9.09,-,-,-,-,-,-,-
65038567,Fawaaz Basadien,29,71 kg,180 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€115,000 p/a",-,30/6/2027,D/WB/M/AM (L),M/AM (L),1,281,82%,-,0.08,2.56,0.96,-,13%,0.64,-,-0.08,0,-,0,0.03,0,0.24,2.88,90%,2.88,0,0,6.09,68%,4.16,1.28,8.65,10.89,9.93,1.92,13.3km,1.92,12.49,-,-,-,-,-,-,-
65028834,Mike Gumede,32,69 kg,176 cm,,-,RSA,DStv Premiership,Baroka,"€85,000 p/a",-,30/6/2027,"AM (L), ST (C)",AM (L),12,"1,341",88%,0.4,0.24,1.61,1.34,0.6,29%,0.54,14%,-3.71,0.94,0.34,0.81,0.58,0,3.54,0.94,61%,0.4,0,0,8.72,15%,1.34,0.13,4.56,7.52,6.85,2.01,12.6km,1.88,9.06,-,-,-,-,-,-,-
65008803,Lyle Lakay,34,69 kg,175 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€56,500 p/a",€0,30/6/2026,D/WB/M/AM (L),-,-,152,85%,-,0.09,4.14,0,0.59,-,0,-,-0.17,0.59,-,0,0.1,0,0.16,2.96,83%,0,0,0,6.51,36%,2.37,0.59,5.92,11.25,9.47,0.59,14.6km,1.18,10.66,-,-,-,-,-,-,-
65045484,Sifiso Mlungwana,28,75 kg,182 cm,,-,RSA,DStv Premiership,Golden Arrows,"€171,000 p/a",-,30/6/2027,GK,-,20,"1,733",40%,0.05,0.01,1.4,0,-,-,-,-,-0.02,0,-,-,0,0,0.12,0,0%,8.31,0,0,-,-,-,-,6.6,16.26,0.21,-,6.4km,0,0,22,29,37,0.21,1.4,84%,80%
65030815,Keanu Cupido,28,72 kg,181 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€172,000 p/a",-,30/6/2027,D (C),-,23,"2,084",87%,0.04,0.01,2.5,0.04,-,0%,0,-,-1.02,0.22,-,0.04,0.04,0,0.16,0.99,72%,1.9,0.48,1.34,7.38,77%,5.7,0.39,12.78,6.18,4.66,0.04,10.9km,1.17,2.68,-,-,-,-,-,-,-
65043013,Kagiso Malinga,31,67 kg,175 cm,,-,RSA,DStv Premiership,Golden Arrows,"€90,500 p/a",-,30/6/2026,"AM (C), ST (C)",ST (C),16,"1,588",86%,0.11,0.15,2.32,1.02,0.51,14%,0.23,12%,-1,1.64,0.34,1.53,0.4,1,2.7,0.85,71%,1.19,0,0,8.5,21%,1.76,0.51,6.18,11.28,12.7,2.32,13.7km,2.55,9.69,-,-,-,-,-,-,-
2000162442,Christian Saile,26,75 kg,184 cm,,-,COD,DStv Premiership,Kaizer Chiefs,"€210,000 p/a",-,30/6/2027,"M (L), AM (RL), ST (C)","M (L), AM (R)",22,"1,842",85%,0.2,0.16,1.51,1.03,0.34,26%,0.49,21%,4.01,1.32,0.64,1.51,0.4,0,3.36,1.07,67%,0.64,0,0.1,7.72,42%,3.22,0.05,5.08,11.04,5.91,2.35,12.4km,1.95,8.31,-,-,-,-,-,-,-
13117376,Brian Onyango,31,75 kg,181 cm,,-,KEN,DStv Premiership,Cape Town City,"€162,000 p/a",-,30/6/2027,D (C),-,24,"2,144",77%,-,0,2.6,0.13,-,-,0,-,-1.82,0.21,-,0,0.04,4,0.1,1.68,69%,1.93,0.42,0.63,6.59,70%,4.62,1.22,11.96,8.23,4.62,-,10.9km,1.85,4.53,-,-,-,-,-,-,-
65033875,Velemseni Ndwandwe,30,66 kg,167 cm,,-,RSA,DStv Premiership,Golden Arrows,"€207,000 p/a",-,30/6/2028,AM (R),-,20,"1,576",82%,0.23,0.25,3.37,1.37,0.74,12%,0.8,8%,-1.11,0.8,0.11,0.86,0.13,1,4.37,1.6,68%,1.43,0,0.06,4.51,25%,1.14,0.86,6.57,14.11,10.79,3.43,13.3km,2.63,11.99,-,-,-,-,-,-,-
2000028057,Sifiso Ngobeni,29,73 kg,179 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€139,000 p/a",-,30/6/2027,D/WB/M (L),M (L),22,"1,914",79%,0.28,0.14,4.28,0.8,0.33,16%,0.47,7%,-0.32,0.42,0.09,0.71,0.11,0,3.06,2.68,73%,1.46,0.19,0.09,5.27,54%,2.87,0.38,10.82,12.46,12.27,1.03,13.1km,1.83,6.35,-,-,-,-,-,-,-
2000097351,Brice Ambina,24,67 kg,180 cm,,-,CMR,DStv Premiership,Cape Town City,"€195,000 p/a",-,30/6/2027,"DM, M (C)",-,17,"1,438",82%,0.06,0.12,5.07,1.19,0.25,22%,0.19,10%,0.32,0.5,0.13,0.94,0.11,0,1.96,2.44,66%,0.81,0.13,0.06,3.69,49%,1.82,0.31,9.83,10.39,8.64,0.88,12.6km,3.13,10.26,-,-,-,-,-,-,-
13204217,Lubeni Haukongo,25,80 kg,189 cm,,-,NAM,DStv Premiership,Golden Arrows,"€131,000 p/a",-,30/6/2027,D (C),-,22,"1,806",83%,-,0.02,2.89,0.25,-,25%,0.05,12%,0.81,0.35,0.1,0.15,0.06,2,0.42,1.15,88%,2.09,0.35,1.05,8.27,75%,6.18,0.95,12.21,7.87,3.39,0.05,11.2km,0.75,2.89,-,-,-,-,-,-,-
65043297,Vusi Sibiya,29,85 kg,194 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€103,000 p/a",-,30/6/2026,D (C),-,21,"1,760",90%,0.05,0.07,4.19,0.26,0.15,40%,0.05,-,-1.31,0.05,-,0.15,0.07,1,1.31,1.28,93%,1.64,0.2,1.38,7.67,79%,6.03,0.41,15.6,4.76,4.65,0.05,11.2km,0.66,2.51,-,-,-,-,-,-,-
