UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2002089451,Luthando Ndondo,19,70 kg,181 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2026,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180495,Litha Teyise,16,61 kg,175 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2029,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147223,Bruce Tshabalala,17,70 kg,183 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2028,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091350,Keegan Chuene,18,66 kg,180 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2027,"AM (C), ST (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151570,Jermaine Khoza,16,63 kg,177 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2029,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150906,Frank Zothwane,17,58 kg,157 cm,,-,RSA,National First Division,Hungry Lions,€900 p/a,-,30/6/2028,"DM, M (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091352,Thabo Mncwango,19,67 kg,178 cm,,Tight hamstring,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2026,"AM (R), ST (C)",AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091277,Abram Tau,18,67 kg,178 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179276,Sakhile Cele,17,72 kg,187 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178849,Kabelo Masilela,16,54 kg,161 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2029,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091268,Mpho Phakathi,18,67 kg,178 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091266,Sandile Khan,18,71 kg,182 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151353,Sandile Zitha,18,65 kg,173 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2028,D (RL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093283,Lungelo Mtsweni,18,74 kg,188 cm,,-,RSA,National First Division,Royal AM,€900 p/a,-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085347,Samkelo Hempe,18,62 kg,174 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2027,M (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000170574,Thabiso Ntaitsane,17,72 kg,190 cm,,-,RSA,National First Division,Casric Stars,€900 p/a,-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149822,Mlungisi Twala,17,64 kg,181 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2028,D/WB/M/AM (L),M/AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002148936,Nkululeko Mthethwa,18,83 kg,192 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178978,Sihle Mngomezulu,16,67 kg,185 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2029,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091365,Comfort Phakathi,19,62 kg,170 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2026,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000036573,Malesela Sithole,17,69 kg,181 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000176354,Sibusiso Zuma,17,63 kg,176 cm,,-,RSA,National First Division,Casric Stars,€900 p/a,-,30/6/2028,D/WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091215,Odwa Francis,18,72 kg,179 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151053,Fabian Baloyi,17,75 kg,192 cm,,-,RSA,National First Division,Magesi FC,€900 p/a,-,30/6/2028,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000108316,Tumelo Phatsoane,17,65 kg,174 cm,,-,LES,National First Division,Upington City,€900 p/a,-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091265,Luke Johnson,18,77 kg,192 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002148938,Daniel Zinyama,17,62 kg,168 cm,,Tight hamstring,ZIM,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2028,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089448,Augustine Hlongwa,18,74 kg,184 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000056526,Lehlohonolo Moloto,18,63 kg,175 cm,,-,RSA,DStv Premiership,Golden Arrows,"€13,000 p/a",-,30/6/2027,AM (R),-,1,77,87%,-,0.12,5.84,1.17,-,0%,0,33%,0.59,2.34,1.17,2.34,0.48,0,0.1,2.34,100%,0,0,0,4.68,0%,0,-,5.84,11.69,10.52,4.68,0.0km,4.68,11.69,-,-,-,-,-,-,-
2002087548,Mpho Nkosi,18,74 kg,184 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2027,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177072,Lindo Bobete,16,61 kg,172 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2029,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089455,Solomon Mthimkulu,18,77 kg,188 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2027,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88029098,Thapelo Brown,17,71 kg,188 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2028,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177066,Junior Kapupurika,16,56 kg,169 cm,,-,ZIM,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2029,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178851,Lunga Maseti,16,57 kg,172 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2029,M (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149998,Thabo Seema,17,63 kg,178 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2028,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000146024,Thapelo Molefe,18,65 kg,176 cm,,-,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000258385,Mduduzi Pillay,17,77 kg,188 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2028,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149325,Tebogo Fourie,18,65 kg,176 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2028,D (RC),D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149826,Siyabonga Mohlala,17,59 kg,167 cm,,-,RSA,DStv Premiership,Polokwane City,"€16,500 p/a",-,30/6/2026,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150470,Sabelo Buthelezi,17,56 kg,163 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2028,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177722,Bradley Mokoena,16,63 kg,176 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151100,Siyabonga Magubane,17,57 kg,165 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091226,Mike Noqazo,18,69 kg,177 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2027,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150471,Lindani Sibeko,17,63 kg,176 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2028,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179487,Cebo Khumalo,16,62 kg,181 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087543,Andrew Moses,18,66 kg,174 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2027,AM (LC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149318,Moeketsi Makgolane,17,68 kg,177 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€12,500 p/a",-,30/6/2026,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151470,Lunga Potts,18,69 kg,182 cm,,-,RSA,National First Division,Royal AM,"€6,000 p/a",-,30/6/2026,"DM, M (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180300,Mbulelo Nkosi,16,71 kg,185 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151361,Sibongiseni Ngubane,18,73 kg,180 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2028,"D (C), DM",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180650,Jack Meyer,16,64 kg,179 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087539,Thulani Luthuli,18,70 kg,185 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178847,Talent Mthethwa,16,64 kg,179 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2029,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179482,Kutlwano Baloyi,16,59 kg,170 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2029,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179484,Kwena Lepele,16,72 kg,187 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179569,Gezani Meyiwa,16,58 kg,172 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180653,Ntobeko Langa,16,60 kg,176 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2029,D/WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150961,Lindokuhle Khwela,17,63 kg,172 cm,,-,RSA,National First Division,Hungry Lions,€900 p/a,-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000207179,Ayanda Cele,17,61 kg,172 cm,,-,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2028,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149722,Mosa Masuku,17,55 kg,154 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2028,D/WB (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093126,Peter Mnisi,18,63 kg,173 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2027,"M (RL), AM (L)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180645,Victor Davids,17,61 kg,172 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091361,Robert Mbatha,18,66 kg,174 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2027,M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091220,Sibusiso Crowie,18,65 kg,174 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2027,M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180552,Themba Hlophe,16,75 kg,190 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178844,Ian Ngcongo,16,58 kg,172 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150476,David Thidiela,17,68 kg,182 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2028,WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147689,Leonard Msomi,17,58 kg,168 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085366,Sibusiso Nxumalo,18,61 kg,169 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2027,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091359,Harold Mokoena,18,71 kg,179 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2027,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151102,Simon Abrahams,18,63 kg,176 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€13,750 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180646,Bafana Buthelezi,17,68 kg,185 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2029,"DM, M (C)",DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180550,Kamogelo Jodwana,17,64 kg,178 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2029,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087547,Ethan Shangase,18,68 kg,176 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2027,"DM, M (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149819,Humphrey Ncube,17,60 kg,172 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2028,M (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180095,Dingaan Johnson,17,55 kg,167 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2029,M (RL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085363,Lucky Mbatha,18,68 kg,176 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179275,Emmanuel Joseph,16,57 kg,169 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2029,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149818,Vincent Maphosa,17,73 kg,187 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000282588,Thapelo Badboy,17,70 kg,183 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2028,D (RC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151564,Mzikayise Mchunu,16,54 kg,165 cm,,Torn thigh muscle,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002148933,Koloko Shongwe,17,62 kg,173 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2028,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093031,Wellington Chindungwe,19,64 kg,170 cm,,-,ZIM,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2026,"DM, AM (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178655,Thabang Khwinana,16,66 kg,183 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085344,Luke Madlala,18,60 kg,169 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2027,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
