name,uid,pressures,tackleRating,posessionWonPer90,ballRetention,progressivePassesPer90,keyPasses,chancesCreated,npXG,badges,ratingScores
Gabriel Pirani,19409770,63.9,86.05,30.97,1.35,36.33,96.41,76.73,93.7,advanced playmaker,{"advanced playmaker":89}
Stanis Idumbo Muzambo,2000016527,39.55,64.18,11.33,9,23.79,53.96,56.2,90.25,,{}
Tadeo Machado,2002074568,71.27,15.95,92.35,83.35,68.05,80.5,53.03,52.52,,{}
Olivier Boscagli,48031641,41,57.65,84.28,80.13,55.55,13.85,25.47,5.83,,{}
Conor Gallagher,28108036,95.48,57.65,80.36,54.71,58.82,71.32,64.65,71.83,,{}
Monchu,67246433,32.93,69.96,36.85,22.57,69.45,35.07,68.8,24.21,,{}
Cesare Casadei,43500064,74.95,86.05,52.66,37.73,23.79,44.92,41.93,93.7,,{}
Tobias Gulliksen,53167331,96.97,69.96,52.8,4.8,46.78,96.04,98.65,52.52,,{}
Håkon Evjen,53145323,97.34,18.98,59.24,27.47,27.05,64.74,68.8,16.98,,{}
Nicolò Fagioli,43372948,81.02,64.18,42.35,31.02,14.79,67.86,76.73,76.73,,{}
Tommy Doyle,28120038,85.12,32.84,25.19,13.11,41.09,92.68,99.3,84.19,advanced playmaker,{"advanced playmaker":92}
David,2002098516,51.73,44.22,36.52,35.77,56.39,47.67,56.2,52.52,,{}
Eman Kospo,2000260079,19.82,75.09,56.81,86.75,57.23,22.99,10.35,5.83,,{}
Josseph Rovira,2002074227,19.82,38.15,86.71,85.4,22.39,8.3,4.34,24.21,,{}
Harvey Elliott,29233143,90.44,75.09,18.24,4.71,63.9,84.61,93.33,56.67,,{}
Cristian Volpato,2000034865,96.32,79.29,58.63,6.39,24.58,94.96,84.65,66.51,,{}
Marco Sagredo,2002119784,69.31,2.71,60.96,80.64,31.2,37.08,34.61,37.64,,{}
Jonathan Dias,2002120027,26.77,82.93,90.07,90.63,77.19,22.99,10.35,24.21,,{}
Samed Baždar,2000027057,43.14,15.95,14.65,16.93,8.72,42.72,64.65,97.34,,{}
Carlos Cuesta,76047487,7.14,75.09,92.91,99.86,17.49,15.02,18.75,42.77,,{}
Hugo Larsson,2000019708,46.27,18.98,94.03,50.7,72.2,86.15,88.85,84.19,advanced playmaker,{"advanced playmaker":86}
Zakaria Leffin,2002072824,87.36,23.27,48.97,31.3,23.09,88.62,88.85,74.21,advanced playmaker,{"advanced playmaker":84}
Tomáš Suslov,37076659,56.81,23.27,14.97,18.33,33.21,40.72,46.74,24.21,,{}
Elias Saad,2000106505,76.31,79.29,37.17,15.35,6.86,27.57,64.65,52.52,,{}
Yvandro Borges Sanches,2000124674,97.15,57.65,34.14,0.33,41.09,91.79,89.93,66.51,,{}
Lewis Cook,29127852,41.65,15.95,48.37,74.49,49.58,24.21,27.15,10.91,,{}
Lee Hyun-Ju,2000161791,77.52,12.27,24.35,7.74,36.71,95.15,76.73,84.19,advanced playmaker,{"advanced playmaker":85}
Hugo Guillamón,67258817,61.75,12.27,81.53,79.9,89.41,75.28,53.03,24.21,deep playmaker,{"deep playmaker":82}
Rareş Ilie,2000045306,98.83,69.96,76.35,29.15,86.47,64.04,91.74,66.51,,{}
Santiago Rodríguez,2002146627,22.81,28.17,80.13,82.79,68.8,20.71,28.54,10.91,,{}
Hjalmar Ekdal,93070264,29.71,44.22,53.87,87.92,32.6,5.83,4.34,2.05,,{}
Enzo Loiodice,49045906,38.01,64.18,32.42,42.96,29.1,33.77,37.27,24.21,,{}
Nikolas Sattlberger,16337140,53.45,57.65,69.54,70.71,53.78,83.77,71.36,69.31,,{}
Roan Wilson,80034709,42.4,28.17,71.32,60.63,30.04,48.41,48.69,42.77,,{}
Aziz Ouattara,12090188,24.86,69.96,75.14,90.07,21.6,29.48,27.15,60.21,,{}
Moritz Oswald,16254134,76.31,38.15,68.42,55.64,40.81,64.74,66.14,66.51,,{}
Joe Bell,53184886,90.86,38.15,49.3,64.83,43.28,32.04,25.47,16.98,,{}
Ísak Jóhannesson,39057654,11.8,50.7,14.88,70.01,9.79,28.22,44.12,69.31,,{}
Leandro Figueredo,14250633,10.59,86.05,99.77,92.21,43.56,30.46,32.7,60.21,,{}
Marc Bernal,2000295603,50.09,99.72,76.63,56.3,97.06,81.76,61.29,66.51,,{}
Juan Macías,2000116828,31.76,32.84,13.06,12.36,9.65,32.04,41.93,79.52,,{}
Harvey Vale,2000016607,70.2,50.7,90.3,57.42,24.95,9,4.34,5.83,,{}
Sotiris Alexandropoulos,36141840,82.28,69.96,62.64,45.71,19.4,32.04,36.24,56.67,,{}
Yannik Engelhardt,91194484,93.38,12.27,80.13,73.46,47.39,73.6,69.82,56.67,,{}
Isaac Price,2000027031,5.83,28.17,5.27,40.72,5.46,19.03,27.15,85.96,,{}
Oussama Targhalline,2000045698,41.42,7,37.17,46.92,64.46,44.92,49.77,37.64,,{}
Leopold Querfeld,16337125,19.59,5.27,93.52,89.04,39.65,5.83,4.34,24.21,,{}
Chumi,95036003,23.13,64.18,88.9,97.06,43.56,9,10.35,5.83,,{}
Maximilian Eggestein,91126294,85.12,32.84,37.87,52.99,67.12,36.47,29.76,10.91,,{}
Maxim Mukhin,58152224,78.17,69.96,50.93,71.08,87.13,52.61,44.12,56.67,,{}
Josh Dasilva,28106685,80.69,28.17,47.81,50.33,61.47,64.04,75.09,56.67,,{}
Sérgio Monteiro Dutra,2002119851,28.03,32.84,72.76,84.47,75,42.26,19.73,42.77,,{}
Supachok Sarachat,23328907,9.1,44.22,5.18,36.89,5.83,26.12,32.7,95.24,,{}
Raùl König,2000196494,65.67,7,11.75,6.16,11.29,35.07,47.71,79.52,,{}
Ibrahim Sulemana,2000205565,36.94,28.17,27.57,33.58,62.5,33.77,61.29,31.67,,{}
Raúl Rincón,2002133123,74.39,86.05,27.57,37.64,92.4,98.65,80.13,81.95,advanced playmaker,{"advanced playmaker":87}
Felipe Loyola,75050238,30.83,12.27,80.46,77.71,28.36,22.48,16.84,2.05,,{}
Fabio Chiarodia,2000116422,8.58,79.29,95.85,98.18,42.02,9,10.35,31.67,,{}
Alex Boyd,2002123295,53.87,64.18,22.71,25.61,12.22,43.47,61.29,87.13,,{}
Jayson Molumby,29156202,44.96,2.71,54.38,57.23,83.72,46.92,61.29,60.21,,{}
Emanuel Aiwu,16191306,20.52,18.98,94.03,92.4,41.7,7.56,10.35,5.83,,{}
Hong Hyun-Seok,66042120,8.82,75.09,7.74,66.65,5.08,16.84,14.23,52.52,,{}
Kamal Sowah,13183090,30.64,64.18,6.81,16.18,10.82,35.59,37.27,90.25,,{}
Jonathan Borja,2002120340,84.56,90.81,50.65,49.39,38.53,62.17,44.12,31.67,,{}
Jurgen Ekkelenkamp,37064578,36.24,38.15,45.43,57.98,32.14,66.51,53.03,71.83,,{}
Kofi Balmer,52085051,38.48,79.29,59.89,73.23,31.48,19.03,27.15,0.37,,{}
Arnoldo Quintão,2002152703,61.01,64.18,66.84,62.08,84.75,75.28,62.78,24.21,,{}
Antonio Foti,2000057844,49.35,5.27,29.38,22.15,41.37,82.93,98.93,81.95,advanced playmaker,{"advanced playmaker":88}
Matteo Gabbia,43266774,7.51,96.83,84.19,95.29,76.26,9.84,25.47,16.98,,{}
Samuele di Benedetto,2000147150,57.28,28.17,32.84,30.55,86.66,74.77,79.43,52.52,,{}
Elmar Guðlaugsson,2002074496,73.23,12.27,15.81,12.83,23.79,99.67,96.08,95.99,advanced playmaker,{"advanced playmaker":97}
Maxim Ramazanov,2002122909,52.38,57.65,66.56,69.92,91,67.21,50.75,31.67,,{}
Ethan Nwaneri,2000283271,78.45,44.22,33.49,15.53,58.02,84.19,66.14,98.32,,{}
Andrei Cordea,57149755,79.15,38.15,38.34,8.54,30.88,70.48,49.77,16.98,,{}
Ramiro Ruiz Rodríguez,14212884,67.91,90.81,41.18,20.99,42.44,73.04,75.09,96.78,advanced playmaker,{"advanced playmaker":82}
Darian Maleš,84153469,89.18,0.28,54.06,19.26,29.38,47.67,61.29,90.25,,{}
Beñat Turrientes,67276474,39.55,12.27,38.85,38.62,62.31,43.47,44.12,63.39,,{}
Brian Bjerregaard,2000197070,18.05,38.15,88.2,89.23,80.83,18.33,18.75,10.91,,{}
Osvaldo Vilches,2002121393,92.3,50.7,82.56,43.38,38.53,77.1,75.09,76.73,advanced playmaker,{"advanced playmaker":76}
Đorđe Savić,2002103128,24.39,23.27,93.7,93.33,94.54,24.67,34.61,24.21,,{}
Gustavo Gomes,2000256293,99.44,23.27,76.03,32.6,85.21,91.28,85.87,71.83,advanced playmaker,{"advanced playmaker":83}
Han-Noah Massengo,49047253,74.39,23.27,51.96,48.27,35.73,53.96,56.2,31.67,,{}
Luka Vrbančić,2000130512,73.79,79.29,38.48,21.78,10.31,46.27,60.4,79.52,,{}
Merlin Röhl,91204520,59.33,32.84,85.17,71.5,19.4,32.04,44.12,63.39,,{}
Tommy St. Jago,37064140,13.99,44.22,81.39,89.51,84.61,5.32,12.27,5.83,,{}
Kasper Jensen,2002162303,69.82,50.7,34.89,37.83,52.05,81.39,96.5,63.39,,{}
Tygo Land,2000088444,83.21,7,55.32,36.99,77.52,57.14,59.19,47.9,,{}
Samú,83206392,38.01,12.27,48.23,64.04,78.87,65.81,44.12,24.21,,{}
Pedro Díaz,67220203,41.65,2.71,30.64,17.4,30.5,41.42,27.15,52.52,,{}
Benjamin Nygren,93104332,38.85,8.96,7.51,11.75,9.1,42.26,57.65,95.99,,{}
Benjamín Ocampo,2002136170,97.34,82.93,33.02,6.3,26.4,95.34,96.08,95.99,advanced playmaker,{"advanced playmaker":96}
David Martínez,2000143321,84.1,97.34,18.8,3.78,49.81,22.01,80.13,52.52,,{}
Ferney Lobatón,2002122832,43.84,23.27,61.47,42.07,27.94,69.68,54.76,85.96,,{}
Paxten Aaronson,2000037579,90.44,5.27,21.5,6.86,24.39,49.07,73.74,90.25,,{}
Gianluca Busio,72049787,63.29,28.17,51.96,33.86,35.54,65.21,81.06,60.21,,{}
Angelo Stiller,91184426,69.31,32.84,67.07,68.05,58.82,92.68,76.73,63.39,,{}
Arnau Puigmal,28116557,93.8,12.27,73.97,48.79,83.35,57.14,82.09,66.51,,{}
John Carlos Torijano,2002128828,64.88,75.09,57.79,43.05,69.68,53.96,73.74,52.52,,{}
Joan González,2000058425,98.13,38.15,73.23,60.31,70.06,74.11,60.4,56.67,,{}
Gabriel Moscardo,2000208439,52.38,75.09,92.77,86.94,54.99,44.92,25.47,42.77,,{}
Luca Cossu,2002073880,92.3,75.09,29.06,2.75,26.03,92.68,88.85,91.42,advanced playmaker,{"advanced playmaker":91}
Oussama El Azzouzi,37076232,19.12,97.34,38.15,77.38,12.92,29.48,28.54,74.21,,{}
Rodrigo Mora,2000265865,92.07,94.31,19.36,8.63,35.35,77.89,88.85,93.7,advanced playmaker,{"advanced playmaker":87}
Elías Cabrera,14222117,95.48,28.17,50.09,28.4,80.04,93.38,81.06,88.48,advanced playmaker,{"advanced playmaker":88}
Jordan Thompson,2002073603,46.6,69.96,24.63,14.69,18.52,39.09,67.58,74.21,,{}
Konstantin Malsagov,2002142981,35.35,23.27,57.23,66.74,54.52,32.04,21.83,31.67,,{}
Žan Jevšenak,83320134,74.39,38.15,64.97,60.31,39.37,39.6,53.03,37.64,,{}
Sebastian Walukiewicz,96105337,12.55,28.17,75.7,88.2,51.07,4.85,4.34,24.21,,{}
Bećir Omeragić,98046083,6.76,96.22,77.52,89.41,12.36,9,4.34,10.91,,{}
Senne Lynen,18096574,1.49,96.22,1.4,52.99,1.45,1.63,4.34,2.05,,{}
Lee Han-Beom,2000082779,50.65,79.29,93.1,93.14,90.53,16.42,10.35,2.05,,{}
Ilias Akhomach,2000056415,46.78,32.84,17.07,2.38,24.58,72.29,82.09,71.83,advanced playmaker,{"advanced playmaker":75}
Renan,19360964,23.32,82.93,84.56,87.64,96.69,24.67,27.15,10.91,,{}
Martinelli,19406135,88.62,64.18,72.99,44.17,89.97,89.13,93.75,66.51,,{}
Unai Vencedor,67260207,81.44,15.95,42.77,42.26,88.48,95.15,73.74,60.21,,{}
Bernardo Folha,83261132,97.53,8.96,72.48,52.99,87.92,89.46,78.03,42.77,,{}
Bence Dárdai,2000215183,91.04,23.27,75.14,42.07,73.23,77.89,76.73,63.39,,{}
Martin Smetana,28128177,81.95,3.96,57.09,34.1,47.15,69.68,86.85,79.52,,{}
Flynn Downes,29156436,50.65,57.65,62.73,58.16,72.53,74.11,40.21,47.9,,{}
Isak Hansen-Aarøen,2000010819,98.37,50.7,19.08,2.85,21.46,61.33,59.19,52.52,,{}
Sidney Raebiger,2000101495,74.95,69.96,78.08,44.08,72.95,71.32,53.03,42.77,,{}
Andrey Santos,2000007415,81.95,75.09,37.5,29.85,98.09,68.8,48.69,76.73,,{}
Richard Ríos,19391095,78.17,44.22,83.72,51.07,69.68,65.81,53.03,52.52,,{}
Ferdi Çolak,2002072713,13.99,32.84,85.82,95.94,50.56,27.01,29.76,10.91,,{}
Beraldo,2000094252,8.35,92.63,63.01,84.19,73.93,36.47,41.93,37.64,,{}
Ian Maatsen,28121372,59.33,88.81,96.5,83.82,41.7,51.21,44.12,10.91,,{}
Marc Aguado,67258846,38.29,18.98,43,49.21,34.65,32.04,16.84,31.67,,{}
Onurhan Babuşcu,16283560,30.64,38.15,8.54,24.49,4.34,19.03,32.7,98.79,,{}
Gonçalo Franco,83282937,68.61,32.84,49.16,39.79,58.02,75.65,82.98,74.21,advanced playmaker,{"advanced playmaker":78}
Serkan Arslan,2000059168,46.27,23.27,71.5,75.79,81.16,78.78,62.78,37.64,deep playmaker,{"deep playmaker":79}
Artem Karpukas,2000082337,52.38,50.7,68.42,82.32,75.65,37.08,31.06,16.98,,{}
Shimpei Fukuoka,45111294,56.81,50.7,53.64,72.53,66.18,29.48,23.46,5.83,,{}
Baltasar Barcia,2000090753,33.26,44.22,89.93,57.42,89.97,87.03,76.73,52.52,,{}
Giannis Psycharis,2002144212,5.83,57.65,93.24,99.44,21.46,15.9,4.34,42.77,,{}
Dion Lopy,12079003,39.55,44.22,54.38,52.99,44.78,42.26,50.75,66.51,,{}
Keito Nakamura,45108807,87.36,44.22,60.63,19.82,12.45,37.73,56.2,56.67,,{}
Dan Neil,29218480,64.32,23.27,35.31,38.2,80.27,59.14,67.58,52.52,,{}
Néider Bahoque,2000190931,41.65,50.7,37.5,78.31,78.17,40.16,21.83,31.67,,{}
Valentin Antov,22067326,6.34,57.65,63.29,84.84,46.04,5.83,4.34,10.91,,{}
Telasco Segovia,86080119,57.84,75.09,41.18,45.94,74.39,52.61,68.8,24.21,,{}
Luca Kilian,91172547,24.39,69.96,66.32,77.47,91.56,9,19.73,10.91,,{}
Marcel Ratnik,62248917,14.37,79.29,79.43,91.84,60.12,6.25,12.27,10.91,,{}
Paul Nebel,91188358,56.81,32.84,20.43,7.14,14.79,49.72,76.73,63.39,,{}
Richie Webber,2002072415,69.82,3.96,31.86,23.74,33.63,34.42,28.54,63.39,,{}
Luka Parkadze,2000169191,35.35,38.15,26.17,3.96,11.8,43.47,82.09,63.39,,{}
Callum Doyle,2000102065,86.99,8.96,69.92,24.77,45.24,31.11,57.65,60.21,,{}
Márton Dárdai,91188481,30.36,12.27,27.8,56.58,84.1,39.09,46.74,16.98,,{}
Facundo Lencioni,2000091830,49.35,92.63,16.84,6.67,27.61,77.89,45.8,88.48,,{}
Gianluca Prestianni,2000104173,88.85,32.84,20.94,6.16,17.72,82.46,78.73,74.21,advanced playmaker,{"advanced playmaker":78}
Rolando Gallego,2002074433,66.23,32.84,66.32,65.72,67.44,67.86,70.66,47.9,,{}
Eliano Reijnders,37076385,54.43,57.65,56.48,32.23,21.78,59.75,73.74,60.21,,{}
Christopher Scott,92097822,23.32,86.05,25.93,30.04,28.36,31.11,51.68,63.39,,{}
Pau Cubarsí,2000296497,15.3,50.7,93.33,97.53,98.65,21.18,14.23,5.83,,{}
Roberto Martínez,2002143751,39.55,64.18,22.48,16.28,42.02,87.5,93.33,84.19,advanced playmaker,{"advanced playmaker":88}
David Pereira Da Costa,49054412,67.3,57.65,42.77,11.05,17.07,27.01,41.93,24.21,,{}
Jorge Luís,2002170897,77.71,69.96,88.76,69.36,97.9,86.15,72.25,24.21,,{}
Majeed Ashimeru,13197577,21.18,69.96,40.53,45.48,14.55,49.72,48.69,88.48,,{}
Fernando Gómez,2002074335,78.45,79.29,17.86,33.72,96.97,77.89,82.09,63.39,,{}
Justin Hoogma,37059335,4.43,98.65,5.92,72.43,7.6,3.5,12.27,16.98,,{}
Abdou Harroui,37064635,39.18,8.96,38.62,61.47,58.44,13.85,18.75,10.91,,{}
Mattes Hansen,2000065866,64.32,57.65,87.17,83.16,47.71,49.72,50.75,63.39,,{}
Alfie Devine,2000050627,65.67,50.7,31.11,33.02,17.96,62.73,46.74,76.73,,{}
Rubens,19367258,93.38,12.27,52.99,46.13,71.92,82.04,61.29,42.77,,{}
Carlos Alexandre,2002119897,96.83,57.65,74.77,45.01,72.76,94.78,92.35,95.99,advanced playmaker,{"advanced playmaker":94}
Enzo Roldán,14201371,80.13,95.34,19.08,11.24,37.69,84.61,89.93,85.96,advanced playmaker,{"advanced playmaker":87}
Alex Robertson,28126240,71.83,44.22,41.18,36.24,19.17,94.03,82.09,42.77,,{}
Arnau Comas,67258409,18.14,8.96,91.09,94.59,70.06,20.71,23.46,5.83,,{}
Beñat Prados,67277835,34.1,75.09,31.3,63.57,29.38,23.65,25.47,10.91,,{}
Renato Veiga,83320123,38.85,64.18,65.35,37.08,45.01,47.67,49.77,56.67,,{}
Emanuel Vignato,43296186,24.86,99.72,6.58,5.27,7.23,28.22,18.75,88.48,,{}
Brendan Dixon,2002074969,23.69,86.05,75.7,86.52,65.07,15.02,4.34,24.21,,{}
Andrea Cambiaso,43339195,53.87,86.05,97.71,86.33,83.35,46.92,41.93,16.98,,{}
Jamie Donley,2000123638,25.56,28.17,10.21,19.17,10.45,34.42,48.69,88.48,,{}
Paul Okon,2000155676,94.73,28.17,82.56,81.86,55.55,54.57,40.21,31.67,,{}
Brajan Gruda,2000180822,84.1,57.65,40.25,1.73,39.04,67.86,90.39,97.34,,{}
Samuel Penksa,2000205923,66.7,98.65,12.08,10.59,35.96,91.56,72.25,76.73,advanced playmaker,{"advanced playmaker":80}
Ezechiel Banzuzi,2000144508,1.49,69.96,1.4,52.99,1.45,1.63,4.34,95.99,,{}
Ricardo Pereira,2000170574,46.78,57.65,34.14,56.76,68.94,48.41,31.06,24.21,,{}
Caetano Arantes Costa,2002119992,60.17,50.7,60.87,35.31,93.14,94.5,83.77,69.31,,{}
Florian Flick,2000025214,52.71,12.27,81.2,78.13,30.88,49.72,36.24,24.21,,{}
John Andreas Kalset Midthaug,2002122869,68.61,1.73,44.73,34.84,69.45,90.39,70.66,84.19,advanced playmaker,{"advanced playmaker":82}
Daniel Tal-Dan,2002133170,31.62,38.15,40.25,61.47,73.23,74.77,23.46,10.91,,{}
Koni De Winter,18108550,4.1,94.31,54.15,96.04,18.8,3.82,18.75,52.52,,{}
Ronnie Edwards,29243820,8.58,8.96,98.09,99.77,93.98,21.6,25.47,10.91,,{}
Nermin Karic,93065012,22.01,23.27,18.8,46.13,63.39,38.43,51.68,10.91,,{}
Gonzalo Abrego,14243663,81.95,44.22,38.34,38.39,22.39,59.75,62.78,66.51,,{}
Warmed Omari,49037825,6.95,38.15,71.32,86.75,67.44,15.02,4.34,10.91,,{}
Manu Bueno,2000187407,96.69,28.17,78.26,46.92,92.77,89.93,86.57,47.9,,{}
Shawn Adewoye,18101866,46.27,75.09,95.76,94.87,50.56,10.73,10.35,10.91,,{}
Stanley Nsoki,48043092,18.24,79.29,56.81,71.08,34.1,15.9,16.84,16.98,,{}
Jacob Christensen,27137333,38.01,23.27,30.46,43.94,63.9,46.92,40.21,16.98,,{}
Georgi Tunjov,47070304,43.84,5.27,47.2,51.17,31.11,36.47,32.7,52.52,,{}
Sanoussy Maïga,2002075001,94.87,28.17,86.29,70.9,52.66,37.73,37.27,31.67,,{}
Malo Gusto,49056280,61.75,57.65,87.87,40.07,78.5,85.17,87.59,37.64,,{}
Robert,2002119878,83.58,38.15,44.17,7.88,33.63,73.6,62.78,91.42,,{}
Jean Hugonet,49056691,9.1,50.7,73.23,87.08,15.63,6.81,10.35,5.83,,{}
Azamat Artisbek uulu,2002125074,49.35,69.96,74.21,79.71,17.26,22.01,25.47,47.9,,{}
Bruno Zapelli,14221545,57.28,38.15,19.08,7.98,58.02,96.18,98.23,74.21,advanced playmaker,{"advanced playmaker":90}
Denilson,19354891,37.64,50.7,16.46,38.95,37.5,96.41,92.77,97.95,advanced playmaker,{"advanced playmaker":96}
Sofian Kiyine,18089278,3.22,79.29,3.22,34.56,3.5,7.56,16.84,91.42,,{}
Vitor,2002131779,14.37,88.81,92.21,96.32,91.56,23.65,28.54,31.67,,{}
Jens Castrop,91193050,76.31,38.15,63.29,50.84,53.4,84.61,48.69,60.21,,{}
Roberto López,67272882,59.33,28.17,12.55,9.7,31.3,59.14,62.78,81.95,,{}
Ludovit Reis,37069474,74.95,8.96,26.17,50.14,84.1,55.97,53.03,24.21,,{}
Shinya Mine,2002073810,48.88,23.27,70.94,69.59,98.93,66.51,70.66,52.52,,{}
Yulian Nikiforov,2000266441,86.66,92.63,60.63,50.84,63.15,77.1,54.76,60.21,,{}
Jan Žambůrek,29217261,1.49,57.65,1.4,52.99,1.45,1.63,4.34,91.98,,{}
Daan Heymans,18100784,1.49,82.93,1.4,52.99,1.45,1.63,4.34,95.24,,{}
Alexsander,2000084501,43.42,1.73,22.99,39.13,44.03,44.92,54.76,69.31,,{}
Tim Oermann,2000070513,22.29,28.17,83.54,84,36.71,18.33,16.84,24.21,,{}
Julián Aude,14223129,42.91,82.93,92.91,72.81,79.38,32.04,34.61,16.98,,{}
Miroslav Ivanov,2000144679,48.6,8.96,64.27,60.96,51.59,28.92,4.34,37.64,,{}
William Balikwisha,18108548,1.49,95.34,1.4,52.99,1.45,1.63,4.34,71.83,,{}
Mohamed Kaba,49061282,54.43,32.84,78.82,65.25,53.4,63.25,59.19,47.9,,{}
Muhammed Damar,2000146258,51.73,15.95,45.43,13.01,13.25,73.04,83.77,74.21,advanced playmaker,{"advanced playmaker":77}
Lucas,2002120846,45.24,92.63,72.48,69.59,92.02,98.83,95.66,85.96,advanced playmaker,{"advanced playmaker":93}
Tom Lacoux,49048682,49.72,64.18,58.21,76.07,91.28,36.47,34.61,5.83,,{}
Dário Essugo,2000087400,82.7,44.22,96.6,83.91,47.85,76.31,59.19,60.21,,{}
Ahmed Saad,2002126864,83.21,57.65,53.26,44.45,14.04,24.21,40.21,5.83,,{}
Gustavo Puerta,2000102619,36.94,79.29,12.78,28.31,61.71,67.86,71.36,69.31,,{}
Boy Kemper,37063646,67.3,69.96,97.81,85.91,91.79,44.92,18.75,24.21,,{}
Agustín Almendra,14180898,62.64,57.65,43.28,24.39,92.96,59.75,93.05,37.64,,{}
Serginho,83224027,70.2,57.65,28.68,37.45,70.99,40.16,60.4,47.9,,{}
Santiago Simón,14223204,61.01,12.27,48.55,31.86,59.75,98.09,62.78,94.45,,{}
Anders Dreyer,27111934,32.65,86.05,11.01,18.98,16.14,36.01,34.61,63.39,,{}
Esa Laurila,2002131703,80.41,92.63,42.12,14.97,55.55,79.48,87.59,31.67,,{}
Silvano Vos,2000046151,71.27,44.22,68.42,66.09,71.92,72.62,72.25,56.67,,{}
Aarón Molinas,14201370,32.28,0.7,6.11,6.95,40.35,73.6,88.85,79.52,advanced playmaker,{"advanced playmaker":81}
Hugo Félix,83335589,40.63,44.22,13.48,8.91,15.39,46.27,50.75,81.95,,{}
Nicolás Castro,14204634,17.35,12.27,42.35,26.77,8.12,28.22,29.76,95.99,,{}
Myles Lewis-Skelly,2000283274,77.71,32.84,58.91,41.32,33.21,59.14,76.73,47.9,,{}
Manuel Duarte,2000094562,75.84,79.29,11.19,3.08,13.48,98.74,99.39,66.51,,{}
Sem Steijn,37066573,99.3,64.18,27.8,17.3,52.99,37.73,37.27,56.67,,{}
Ciro Armoa,2000206598,61.75,1.73,9.28,9.47,17.07,58.26,67.58,93.7,,{}
Laurin Ulrich,2001040995,60.17,64.18,23.09,14.13,9.28,75.65,51.68,99.11,,{}
Mateo Tanlongo,14237116,55.46,57.65,21.97,21.32,59.56,89.13,84.65,66.51,,{}
Samuel Oum Gouet,13177223,1.49,99.25,1.4,52.99,1.45,1.63,4.34,10.91,,{}
Moisés Mosquera,2000028404,13.99,92.63,82.04,92.86,77.29,13.85,20.66,16.98,,{}
Joan Major,2002074523,26.07,18.98,71.64,78.5,70.99,72.62,66.14,47.9,deep playmaker,{"deep playmaker":74}
Fedde de Jong,37084339,44.73,57.65,41.74,24.86,37.69,55.27,62.78,81.95,,{}
Jorne Spileers,2000091517,1.49,99.39,1.4,52.99,1.45,1.63,4.34,31.67,,{}
Ken Runco,2002152577,84.56,38.15,14.27,0.89,53.4,81.02,85.21,88.48,advanced playmaker,{"advanced playmaker":85}
Ramon Hendriks,37065561,34.98,86.05,89.23,88.39,75.84,28.22,10.35,10.91,,{}
Carlos Garcés,2000151103,21.5,64.18,87.5,79.24,73.55,16.42,14.23,24.21,,{}
Arne Engels,18111494,74.95,96.22,84.56,56.9,33.63,25.14,41.93,5.83,destroyer,{"destroyer":85}
Luca Oyen,18111195,1.49,92.63,1.4,52.99,1.45,1.63,4.34,95.99,,{}
Matías Gómez,2000243660,85.12,50.7,18.1,25.98,97.62,74.77,72.25,31.67,,{}
Javier Ruiz,2000247568,47.67,23.27,24.11,19.5,25.51,69.68,73.74,76.73,,{}
Ismaël Doukouré,2000016808,17.77,79.29,93.1,91.56,85.07,25.14,28.54,31.67,,{}
Fedde Leysen,18111492,1.49,97.95,2.85,56.02,2.94,1.63,4.34,24.21,,{}
Agustín Toledo,14229661,56.3,23.27,56.48,57.7,95.29,78.78,40.21,42.77,,{}
Miguel Moreno,2002124295,73.23,75.09,65.9,62.73,92.86,42.72,44.12,37.64,,{}
Madi Monamay,2000173959,13.43,7,77.71,91.74,63.9,20.15,20.66,5.83,,{}
Jenson Seelt,37084995,22.29,94.31,99.02,97.34,51.77,21.6,12.27,24.21,,{}
Danilo Pistis,2002075048,80.41,64.18,54.71,43.24,57.6,74.77,60.4,84.19,,{}
Matchoi Djaló,83297506,82.7,50.7,20.62,5.64,20.34,64.04,73.74,81.95,,{}
Matteo Prati,2000021281,54.99,18.98,83.4,78.87,52.24,57.14,34.61,60.21,,{}
Frank Boya,13177287,3.03,99.72,2.94,54.99,3.03,1.63,4.34,16.98,,{}
Jarne Steuckers,18115871,99.67,82.93,29.38,20.85,65.07,41.42,41.93,42.77,,{}
Felipe Amaral,19408947,62.22,82.93,23.18,38.01,94.96,95.34,72.25,66.51,,{}
Martín Campos,2000085261,90.44,7,31.86,9.84,86.15,74.77,82.98,56.67,,{}
Luan Patrick,19369124,10.59,69.96,85.68,90.76,62.31,15.9,14.23,31.67,,{}
Alexis Trouillet,49039032,85.12,38.15,68.7,29.06,52.24,53.31,77.61,56.67,,{}
Matías González,14244919,56.3,8.96,65.9,28.22,95.66,88.34,99.77,37.64,,{}
Filippo Grassi,2002075420,88.29,44.22,21.5,29.71,56.39,96.97,95.24,94.45,advanced playmaker,{"advanced playmaker":96}
Franjo Ivanović,2000068412,45.71,44.22,11.61,18.89,8.58,63.25,73.74,97.95,,{}
Eloi Fàbregas,2002104771,53.45,8.96,26.63,20.99,42.91,80.5,61.29,85.96,,{}
Jonathan Varane,49054406,86.19,18.98,57.32,60.77,77.94,57.14,47.71,10.91,,{}
Rodrigo Herrera,14229897,30.36,69.96,30.32,62.59,84.1,27.01,18.75,56.67,,{}
